raising animals and transporting meat uses almost half the water in the U.S. and creates almost one-fifth of the earth's greenhouse gases.	Plagiarism
raising animals and transporting meats cause almost one-fifth of greenhouse gases on earth.	Meat industry produces greenhouse gases and/or uses water - specific numbers
raising animals and transporting meats causes almost one-fifth of the world's greenhouse gasses, more than that of airplanes, cars, trucks and trains.	Meat industry produces greenhouse gases and/or uses water - specific numbers
raising animals and transporting meats causes greenhouse gases.	Meat industry produces greenhouse gases and/or uses water - general
raising animals and transporting meats produce 1/5 of earths greenhouse gases.	Meat industry produces greenhouse gases and/or uses water - specific numbers
raising animals and transporting meats result in large amounts of greenhouse gases.	Meat industry produces greenhouse gases and/or uses water - general
raising animals and transporting the meat cause more greenhouse gases than all types of vehicles combined.	Meat industry produces greenhouse gases and/or uses water - specific numbers
raising animals and transporting the meat generates almost 20% of earth's greenhouse gases.	Meat industry produces greenhouse gases and/or uses water - specific numbers
raising animals and transporting thee meat creates 1/5 of the earth greenhouse gases.	Meat industry produces greenhouse gases and/or uses water - specific numbers
raising animals and transporting them account for 20% of greenhouse gases on earth.	Meat industry produces greenhouse gases and/or uses water - specific numbers
raising animals and transporting them allegedly produces one fifth of the earth's greenhouse gases.	Meat industry produces greenhouse gases and/or uses water - specific numbers
raising animals and transporting them contributes to one-fifth of the earth's greenhouse gases.	Meat industry produces greenhouse gases and/or uses water - specific numbers
raising animals and transporting them create almost one fifth of greenhouse gases.	Meat industry produces greenhouse gases and/or uses water - specific numbers
raising animals and transporting them creates about one-fifth of the world's greenhouse gases and they take half the US supply of water.	Meat industry produces greenhouse gases and/or uses water - specific numbers
raising animals and transporting them creates about one-fifth of the world's greenhouse gases.	Meat industry produces greenhouse gases and/or uses water - specific numbers
raising animals and transporting them creates one fifth of the world's greenhouse gases.	Meat industry produces greenhouse gases and/or uses water - specific numbers
raising animals and transporting them produce high amounts of  greenhouse gases	Meat industry produces greenhouse gases and/or uses water - general
raising animals are creating one- fifth of the earth's greenhouse gasses.	Meat industry produces greenhouse gases and/or uses water - specific numbers
raising animals consumes half of the water in the U.S. as well as the damaging greenhouse gases.	Meat industry produces greenhouse gases and/or uses water - general
raising animals contributes too much greenhouse gases.	Meat industry produces greenhouse gases and/or uses water - general
raising animals creates 1/5 of earths greenhouse gases	Meat industry produces greenhouse gases and/or uses water - specific numbers
raising animals creates 1/5 of the earth's greenhouse gases.	Meat industry produces greenhouse gases and/or uses water - specific numbers
raising animals creates a fifth of the world's CO2 emissions	Meat industry produces greenhouse gases and/or uses water - specific numbers
raising animals creates a large amount of greenhouse gases.	Meat industry produces greenhouse gases and/or uses water - general
raising animals creates a large percentage of the earth's greenhouse gasses, and contributes to global warming.	Meat industry produces greenhouse gases and/or uses water - general
raising animals creates almost more than one fifth of the green house gases, and that is more than the gases produced by trucks, cars etc.	Meat industry produces greenhouse gases and/or uses water - specific numbers
raising animals creates greenhouse gases.	Meat industry produces greenhouse gases and/or uses water - general
raising animals creates harmful greenhouse gases.	Meat industry produces greenhouse gases and/or uses water - general
raising animals for consumption is the source of one fifth of all green house gases.	Meat industry produces greenhouse gases and/or uses water - specific numbers
raising animals for food accounts for almost one-fifth of the earth's greenhouse gas emissions and uses almost half of the water used in the U.S.	Meat industry produces greenhouse gases and/or uses water - specific numbers
raising animals for food cause water pollution and animals suffering.	Meat industry harms environment/uses resources w/o mentioning greenhouse gases or water
raising animals for food creates large amounts of greenhouses gasses that contribute to global warming and half of the water we use is used on raising livestock for food.	Meat industry produces greenhouse gases and/or uses water - general
Raising animals for food requires massive amounts of land, food, energy, and water and causes immense animal suffering.	Meat industry harms environment/uses resources w/o mentioning greenhouse gases or water
raising animals for food uses excessive amounts of natural resources such as water and produces a lot of greenhouse gas.	Meat industry produces greenhouse gases and/or uses water - general
raising animals for meat consumption creates almost one fifth of the earth's green house gases.	Meat industry produces greenhouse gases and/or uses water - specific numbers
raising animals for meat contributes almost 1/5 of the earth's greenhouse gasses.	Meat industry produces greenhouse gases and/or uses water - specific numbers
raising animals for the meat causes about one-fifth of the greenhouse gases found on earth.	Meat industry produces greenhouse gases and/or uses water - specific numbers
raising animals increases greenhouse gases.	Meat industry produces greenhouse gases and/or uses water - general
raising animals to eat creates one fifth of the earth's greenhouse gases.	Meat industry produces greenhouse gases and/or uses water - specific numbers
raising animals uses a lot of water and creates green house gases.	Meat industry produces greenhouse gases and/or uses water - general
raising cattle and shipping out the meat causes more gas in the environment than cars, trucks and planes put together.	Meat industry produces greenhouse gases and/or uses water - specific numbers
raising domestic livestock is not efficient	Outside of article's scope
raising farm animals and transporting the meat creates almost one-fifth of the earth’s greenhouse gases.	Plagiarism
raising livestock accounts for 1/5 of all greenhouse gases.	Meat industry produces greenhouse gases and/or uses water - specific numbers
raising livestock and transportation for slaughter and consumption produces one fifth of the earths greenhouse gases.	Meat industry produces greenhouse gases and/or uses water - specific numbers
raising livestock and transporting meat generates large amounts of greenhouse gases.	Meat industry produces greenhouse gases and/or uses water - general
raising livestock and transporting meat produces almost one-fifth of the earth's greenhouse gases.	Meat industry produces greenhouse gases and/or uses water - specific numbers
raising livestock and transporting the meat produces almost one-fifth of our earth's greenhouse gases and uses a lot of water.	Meat industry produces greenhouse gases and/or uses water - specific numbers
raising livestock consumes a lot of water.	Meat industry produces greenhouse gases and/or uses water - general
raising livestock create almost one-fifth of the Earth's greenhouse gases	Meat industry produces greenhouse gases and/or uses water - specific numbers
raising livestock creates a large amount of greenhouse gases.	Meat industry produces greenhouse gases and/or uses water - general
raising livestock emits a large amount of greenhouse gases and a huge quantity of water.	Meat industry produces greenhouse gases and/or uses water - general
raising livestock for consumption creates 1/5th of the earth's greenhouse gases, and uses large amounts of water.	Meat industry produces greenhouse gases and/or uses water - specific numbers
raising livestock for meat causes 1/5 of the greenhouse gasses emitted and uses half of the water in the US.	Meat industry produces greenhouse gases and/or uses water - specific numbers
raising livestock is a strain on the environment.	Meat industry harms environment/uses resources w/o mentioning greenhouse gases or water
raising livestock is creating an enormous amount of greenhouse gasses,	Meat industry produces greenhouse gases and/or uses water - general
raising livestock produces more greenhouse gas.	Meat industry produces greenhouse gases and/or uses water - general
raising livestock requires a lot of water, and transporting meat produces a large amount of greenhouse gases.	Meat industry produces greenhouse gases and/or uses water - general
raising livestock takes up greenhouse gases	Meat industry produces greenhouse gases and/or uses water - general
raising livestock uses half the water in the US and contributes to 1/5 of greenhouse gases globally.	Meat industry produces greenhouse gases and/or uses water - specific numbers
raising livestock wastes more water and animals need to consume more plants or vegetation relative the the meats being yielded.	Meat industry harms environment/uses resources w/o mentioning greenhouse gases or water
raising livextock uses a great deal of the water supply, and the transportation of livestock creates greenhouse gases.	Meat industry produces greenhouse gases and/or uses water - general
raising meat and transporting it creates massive amounts of greenhouse gases.	Meat industry produces greenhouse gases and/or uses water - general
raising meat and transporting it is creating more greenhouse gases in one year than all the buses, planes and vehicles create in the same time.	Meat industry produces greenhouse gases and/or uses water - specific numbers
raising meat causes greenhouse gases far in excess of anything else.	Meat industry produces greenhouse gases and/or uses water - general
raising meat consumes large amounts of water.	Meat industry produces greenhouse gases and/or uses water - general
raising meat creates a lot of greenhouse gases and uses a lot of water.	Meat industry produces greenhouse gases and/or uses water - general
raising of animals produces about one-fifth of the earth's greenhouse gases	Meat industry produces greenhouse gases and/or uses water - specific numbers
raising the animals and transporting the meat is responsible for 1/5 of the greenhouse gas emitted on earth.	Meat industry produces greenhouse gases and/or uses water - specific numbers
raising the animals and transporting their meat makes up 20% of greenhouse gases.	Meat industry produces greenhouse gases and/or uses water - specific numbers
raising the animals create a lot of greenhouse gas.	Meat industry produces greenhouse gases and/or uses water - general
raising the animals creates even more greenhouse gas emissions into the atmosphere.	Meat industry produces greenhouse gases and/or uses water - general
raising the animals for mear creates alot of greenhouse gasses.	Meat industry produces greenhouse gases and/or uses water - general
raising the animals that will be eaten produces one-fifth of the world's greenhouse gases and uses a huge amount of water.	Meat industry produces greenhouse gases and/or uses water - specific numbers
raising the livestock and transporting it accounts for almost 1/5 of the earth's greenhouse gases	Meat industry produces greenhouse gases and/or uses water - specific numbers
raising the livestock and transporting meat produces one-fifth of the earth's greenhouse gases, which is more than that produced by cars, trucks, trains, and airplanes combined.	Meat industry produces greenhouse gases and/or uses water - specific numbers
raising the livestock requires alot of water.	Meat industry produces greenhouse gases and/or uses water - general
raising the meat creates a lot of greenhouse gases.	Meat industry produces greenhouse gases and/or uses water - general
raising them created greenhouse gases.	Meat industry produces greenhouse gases and/or uses water - general
supposedly raising animals and transporting meat creates a fifth ofthe earth’s greenhouse gases	Plagiarism
the actions of raising and transporting the livestock consumes a lot of resources.	Meat industry produces greenhouse gases and/or uses water - general
the cost of raising and transporting animals creates a large amount of greenhouse gases that harm the earth.	Meat industry produces greenhouse gases and/or uses water - general
the environmental impact of raising and transporting meat products  exceeds that of cars, trucks, planes, and trains combined.	Meat industry harms environment/uses resources w/o mentioning greenhouse gases or water
the greenhouse gases by raising and transporting meat.	Meat industry produces greenhouse gases and/or uses water - general
the greenhouse gases from raising and transporting meat is extremely large and the amount of water needed to raise meat for food is very great.	Meat industry produces greenhouse gases and/or uses water - general
the process of raising and transporting the animals creates almost a fifth of the world's greenhouse gases.	Meat industry produces greenhouse gases and/or uses water - specific numbers
the process of raising and transporting the animals produces a whole 1/5 of the world's greenhouse gases resulting in warmer climates.	Meat industry produces greenhouse gases and/or uses water - specific numbers
the process of raising animals and transporting meat creates almost one-fifth of the earth’s greenhouse gases.	Plagiarism
the process of raising animals and transporting them creates enormous amounts of greenhouse gasses that are released into the atmosphere.	Meat industry produces greenhouse gases and/or uses water - general
the raising and transporting involved contribute greatly to greenhouse gases and about half of the water used in the US goes to raising livestock.	Meat industry produces greenhouse gases and/or uses water - general
the raising and transporting meat creates more greenhouse gases than that produce by cars, trucks, trains & airplanes put together.	Meat industry produces greenhouse gases and/or uses water - specific numbers
the raising and transporting of animals for consumption produces a large amount of greenhouse gases.	Meat industry produces greenhouse gases and/or uses water - general
the raising and transporting of meat creates one fifth of earths greenhouse gases.	Meat industry produces greenhouse gases and/or uses water - specific numbers
the raising and transporting of meat creates one-fifth of earth's greenhouse gases.	Meat industry produces greenhouse gases and/or uses water - specific numbers
the raising and transporting of meat is a large contributor  of green house gases	Meat industry produces greenhouse gases and/or uses water - general
the raising and transporting of the food animals contributes to global warming.	Meat industry harms environment/uses resources w/o mentioning greenhouse gases or water
rearing livestock is responsible for a fifth of greenhouse gases which harm the environment.	Meat industry produces greenhouse gases and/or uses water - specific numbers
greenhouse emissions released while raising animals and processing meat further speeds up the process of climate change.	Meat industry produces greenhouse gases and/or uses water - general
of the amount of greenhouse gases released to produce the meat.	Because as preposition
of the amount of enegry required to grow, produce and transport meat	Because as preposition
of the vehicles required to move them	Because as preposition
the amount of energy required to support livestock and the resulting supply chain is immense.	Meat industry harms environment/uses resources w/o mentioning greenhouse gases or water
they result in significant amounts of greenhouse gas emissions.	Meat industry produces greenhouse gases and/or uses water - general
of the greenhouse gases resulting.	Because as preposition
, IT'S CREATING GREENHOUSE GASES.	Meat industry produces greenhouse gases and/or uses water - general
it's producing too much pollution.	Meat industry harms environment/uses resources w/o mentioning greenhouse gases or water
it's production and transportation are creating 1/5 of the earth's harmful greenhouse gasses.	Meat industry produces greenhouse gases and/or uses water - specific numbers
it's responsible for a large portion of the earth's greenhouse gases.	Meat industry produces greenhouse gases and/or uses water - general
it's the cause of one-fifth of the earth's greenhouse gases.	Meat industry produces greenhouse gases and/or uses water - specific numbers
Growing cow to selling butchered meat now we are exporting our meats is bad carbon footprint.	Meat industry harms environment/uses resources w/o mentioning greenhouse gases or water
supports to claim	Insufficient or unintelligible response
it takes  a lot of land to raise that amount of animals to support the demand.	Meat industry harms environment/uses resources w/o mentioning greenhouse gases or water
it takes a lot of resources such as water and land to raise livestock.	Meat industry produces greenhouse gases and/or uses water - general
it takes a lot of water to raise animals for consumption.	Meat industry produces greenhouse gases and/or uses water - general
livestock and transporting meat accounts for 20% of all greenhouse gas emissions as well as half of the water consumption.	Meat industry produces greenhouse gases and/or uses water - specific numbers
the cost of transporting the meats causes 1/5 of greenhouse gasses.	Meat industry produces greenhouse gases and/or uses water - specific numbers
the cost of transporting these meat products.	Meat industry harms environment/uses resources w/o mentioning greenhouse gases or water
the efforts from transporting and raising the meats create one fifth of greenhouse gases.	Meat industry produces greenhouse gases and/or uses water - specific numbers
the raising of animals and transporting meat creates almost one-fifth of the earth’s greenhouse gases.	Plagiarism
the raising of livestock along with transporting meat creates almost 1/5 of the earth’s greenhouse gases.	Meat industry produces greenhouse gases and/or uses water - specific numbers
transporting and keeping livestock results in one fifth of the greenhouse gas.	Meat industry produces greenhouse gases and/or uses water - specific numbers
transporting and raising creates almost one-fifth of the earth’s greenhouse gases.	Plagiarism
transporting and raising livestock are creating a lot of greenhouse gases	Meat industry produces greenhouse gases and/or uses water - general
transporting and raising livestock produces more greenhouses gases than cars, trucks, and airplanes put together.	Meat industry produces greenhouse gases and/or uses water - specific numbers
transporting and raising the animals causes greenhouse gases.	Meat industry produces greenhouse gases and/or uses water - general
transporting animals cause greenhouse emissions to harm the air.	Meat industry produces greenhouse gases and/or uses water - general
transporting animals creates one fifth of greenhouse gases.	Meat industry produces greenhouse gases and/or uses water - specific numbers
transporting meat alone creates one fifth of the greenhouse gases on our planet.	Meat industry produces greenhouse gases and/or uses water - specific numbers
transporting meat and raising the animals  creates almost one-fifth of greenhouse gases.	Meat industry produces greenhouse gases and/or uses water - specific numbers
transporting meat causes a lot of greenhouse gases	Meat industry produces greenhouse gases and/or uses water - general
transporting meat create one-fifth of  earth greenhouse gases.	Meat industry produces greenhouse gases and/or uses water - specific numbers
transporting meat creates  one fifth of  the earths greenhouse gases.	Meat industry produces greenhouse gases and/or uses water - specific numbers
transporting meat creates almost one-fifth of the earth's greenhouse gases	Plagiarism
transporting meat creates almost one-fifth of the earth's greenhouse gases.	Plagiarism
transporting meat creates almost one-fifth of the earth's greenhouse gases.	Plagiarism
transporting meat creates almost one-fifth of the earth's greenhouse gasses.	Plagiarism
transporting meat creates almost one-fifth of the earth’s greenhouse gases	Plagiarism
transporting meat creates almost one-fifth of the earth’s greenhouse gases.	Plagiarism
transporting meat creates almost one-fifthof the earth’s greenhouse gases	Plagiarism
transporting meat creates around one-fifth of the worlds greenhouse gases.	Meat industry produces greenhouse gases and/or uses water - specific numbers
transporting meat creates one-fifth of the earth's greenhouse gases and livestock consume almost half of the water in the US.	Plagiarism
transporting meat creates one-fifth of the earth's greenhouse gases.	Meat industry produces greenhouse gases and/or uses water - specific numbers
transporting meat is causing an increase in greenhouse gases.	Meat industry produces greenhouse gases and/or uses water - general
transporting meat produces 1/5 of the earth's greenhouse gases and almost 1/2 of water usage in the US is dedicated to raising livestock.	Meat industry produces greenhouse gases and/or uses water - specific numbers
transporting meats accounts for one fifth of the earth's greenhouse gasses.	Meat industry produces greenhouse gases and/or uses water - specific numbers
transporting the meat across country is creating 20% of the earth's green house gases.	Meat industry produces greenhouse gases and/or uses water - specific numbers
transporting the meat causes the use of a lot of energy and pollution.	Meat industry harms environment/uses resources w/o mentioning greenhouse gases or water
transporting the meat crates alot of greenhouse gasses.	Meat industry produces greenhouse gases and/or uses water - general
transporting the meat increases greenhouse gases.	Meat industry produces greenhouse gases and/or uses water - general
transporting the meat produces pollution and raising the livestock requires large amounts of water.	Meat industry produces greenhouse gases and/or uses water - general
transporting the meat to be consumed causes large amounts of greenhouse gases.	Meat industry produces greenhouse gases and/or uses water - general
transporting the meat uses more greenhouse gases than cars.	Meat industry produces greenhouse gases and/or uses water - specific numbers
transporting this meat and raising these animals  creates almost one-fifth of the earths greenhouse gases.	Plagiarism
20% of the fuel used worldwide is used to produce and transport  meat.	Meat industry produces greenhouse gases and/or uses water - specific numbers
about half the amount of water used goes to take care of livestock.	Meat industry produces greenhouse gases and/or uses water - specific numbers
almost half of the water used in the U.S goes to raising livestock.	Plagiarism
almost half of the water used in the U.S. goes to raising livestock	Plagiarism
almost half of the water used in the U.S. goes to raising livestock.	Plagiarism
almost of the water used in the u.s. goes to raising livestock and raising animals and transporting meat creates almost one-fifth of the earth's greenhouse gases.	Plagiarism
half of the water used in the U.S. goes to raising livestock.	Plagiarism
of all raw materials and fossil fuels used in the U.S., more than one-third are devoted to raising animals for food.	Because as preposition
of all the greenhouse gases used to raise animals and transport meats.	Because as preposition
of the amount of greenhouse gases used to raise and transport the animals used for meat.	Because as preposition
of the amount of water used to raise livestock and the carbon impact of transporting meat products.	Because as preposition
of the green house gases used to transport meat.	Because as preposition
of the greenhouse gases used to transport the meat.	Because as preposition
of the large amount of water used  and greenhouse gases emitted by livestock.	Because as preposition
of the large amount of water used in raising animals on farms for meat and the amount of greenhouse gases produced.	Because as preposition
over half of the water used in the United States goes to raising animals for slaughter and one fifth of the earths green house gasses are created by raised animals.	Meat industry produces greenhouse gases and/or uses water - specific numbers
the natural resources used to raise and transport livestock is increasing.	Meat industry harms environment/uses resources w/o mentioning greenhouse gases or water
the resources used to raise and distribute meat contributes significantly to climate change.	Meat industry harms environment/uses resources w/o mentioning greenhouse gases or water
all of the transportation dramatically increases greenhouse gases.	Meat industry produces greenhouse gases and/or uses water - general
animals emit gases.	Meat industry harms environment/uses resources w/o mentioning greenhouse gases or water
animals love it when they get murdered.	Outside of article's scope
animals produce 1/5th of the earth's greenhouse gases	Meat industry produces greenhouse gases and/or uses water - specific numbers
of the production of beef domestically which creates one-fifth of the earth's greenhouse gases in raising the animals and transporting the meat crates.	Because as preposition
of the tremendous amount of greenhouse gases created by raising the animals used for meat.	Because as preposition
of the greenhouse gases produced by animal farming.	Because as preposition
of greenhouse gases produced by cars, trucks, trains, and airplanes combined.	Because as preposition
of the creation of green-house gasses caused by livestock.	Because as preposition
of the greenhouse gases caused by raising and shipping the animals/meat.	Because as preposition
the greenhouse gases caused by raising and transporting animals that will be consumed as meat are greater than that of all cars, trucks, trains, and airplanes combined.	Meat industry produces greenhouse gases and/or uses water - specific numbers
of the enormous amount of greenhouse gases produced by raising and transporting cattles	Because as preposition
the of the large quantity of greenhouse gases emitted by the animals and the transportation of them, also the amount of water used for livestock takes about half of the total American supply.	Because as preposition
of the green house gases produced by the corporations that are raising the massive amount of livestock used to feed the meat eating population.	Because as preposition
of the large quantity of greenhouse gasses emitted by  the raising and transportation of animals and meat.	Because as preposition
of the greenhouse gases produced by the raising of animals and transporting the meat.	Because as preposition
continued demand puts an enormous strain on the environment, roughly 20% of greenhouse gasses produced comes from the meat industry	Meat industry produces greenhouse gases and/or uses water - specific numbers
of the taxes emitted from the greenhouses	Because as preposition
global warming   Moderation is the key to healthy balance	Meat industry harms environment/uses resources w/o mentioning greenhouse gases or water
of greenhouse gasses produce in the production of meat (livestock).	Meat industry produces greenhouse gases and/or uses water - general
it creates more incentive to raise animals which also increases Earth's greenhouse gases.	Meat industry produces greenhouse gases and/or uses water - general
it takes up resources that would otherwise be beneficial for us to sustain and not waste.	Meat industry harms environment/uses resources w/o mentioning greenhouse gases or water
its greenhouse gases take up one fifth of the earths green house gases thats more then the gases produced by cars trucks trains and planes.	Meat industry produces greenhouse gases and/or uses water - specific numbers
its production creates greenhouse gases.	Meat industry produces greenhouse gases and/or uses water - general
its rearing and transportation causes greenhouse gases.	Meat industry produces greenhouse gases and/or uses water - general
transporting it creates one-fifth  of the earth's greenhouse gases.	Meat industry produces greenhouse gases and/or uses water - specific numbers
of supply and demand, currently in order to raise and transport meat equates to one-fifth of the earth's greenhouse gases, if we continue to support and consume meat, the industry will continue to grow and will account for an even higher amount of harmful greenhouse gases.	Meat industry produces greenhouse gases and/or uses water - specific numbers
they account for 1/5 of greenhouse gasses	Meat industry produces greenhouse gases and/or uses water - specific numbers
they account for one fifth of all greenhouse gases.	Meat industry produces greenhouse gases and/or uses water - specific numbers
they attribute to one-fifth of all of the greenhouse gases on earth.	Meat industry produces greenhouse gases and/or uses water - specific numbers
They cause greenhouse gases.	Meat industry produces greenhouse gases and/or uses water - general
they cause one fifth of the earth's greenhouse gases.	Meat industry produces greenhouse gases and/or uses water - specific numbers
they comprise one-fifth of the Earth's greenhouse gases.	Meat industry produces greenhouse gases and/or uses water - specific numbers
consume too much meat, which we produce unsustainably.	Meat industry harms environment/uses resources w/o mentioning greenhouse gases or water
they contribute 1/5 of all greenhouse gases, causing a great deal of global warming.	Meat industry produces greenhouse gases and/or uses water - specific numbers
they contribute greatly to greenhouse gas levels.	Meat industry produces greenhouse gases and/or uses water - general
they contribute significantly to greenhouse gas production.	Meat industry produces greenhouse gases and/or uses water - general
they contribute to 1/5 of the Earth's greenhouse gases, and livestock use almost half of the world's water supply.	Meat industry produces greenhouse gases and/or uses water - specific numbers
they contribute to greenhouse gases.	Meat industry produces greenhouse gases and/or uses water - general
they contribute to higher greenhouse gases and water consumption.	Meat industry produces greenhouse gases and/or uses water - general
they contribute to large amounts of greenhouse gases	Meat industry produces greenhouse gases and/or uses water - general
contributes to approximatley 1/5th of the earths greenhouse gasses.	Meat industry produces greenhouse gases and/or uses water - specific numbers
they create a large number of greenhouse gases.	Meat industry produces greenhouse gases and/or uses water - general
they create almost one fifth of the earth's greenhouse gasses.	Plagiarism
they create almost one-fifth of the earth's greenhouse gases.	Plagiarism
they create almost one-fifth of the Earth's greenhouse gases.	Plagiarism
they create greenhouse gases.	Meat industry produces greenhouse gases and/or uses water - general
they create greenhouse gasses and use a lot of water.	Meat industry produces greenhouse gases and/or uses water - general
they create greenhouses gases.	Meat industry produces greenhouse gases and/or uses water - general
they create one-fifth of the earth's greenhouse gases and use almost half of the water in the U.S.	Meat industry produces greenhouse gases and/or uses water - specific numbers
creates almost one-fifth of the earth’s greenhouse gases	Plagiarism
creates greenhouse gases.	Meat industry produces greenhouse gases and/or uses water - general
of transportation of the meat creates one fifth of the greenhouse gases that harm the earth and also livestock consume large quantities of water.	Meat industry produces greenhouse gases and/or uses water - specific numbers
could damage an important domestic industry	Irrelevant fact from article
of the greenhouse gases they emit.	Because as preposition
they emit more greenhouse gases than all means of transportation.	Meat industry produces greenhouse gases and/or uses water - specific numbers
they emit more than one fifth of overall greenhouse gases	Meat industry produces greenhouse gases and/or uses water - specific numbers
they generate more greenhouse gasses than cars, trucks, trains, and airplanes combined.	Meat industry produces greenhouse gases and/or uses water - specific numbers
they generate one fifth of greenhouse gases.	Meat industry produces greenhouse gases and/or uses water - specific numbers
they generate one-fifth of the world's greenhouse gases.	Meat industry produces greenhouse gases and/or uses water - specific numbers
they increase greenhouse emission	Meat industry produces greenhouse gases and/or uses water - general
they increase overall greenhouse gases on earth.	Meat industry produces greenhouse gases and/or uses water - general
they increase the amount of green house gas through there transportation and irrigation cost.	Meat industry produces greenhouse gases and/or uses water - general
they increase the amount of greenhouse emissions.	Meat industry produces greenhouse gases and/or uses water - general
they make up most of the greenhouse gases	Meat industry produces greenhouse gases and/or uses water - general
of the greenhouse gases they produce.	Because as preposition
of the large amounts of greenhouse gasses they produce, as well as the large amount of water it requires to raise the animals.	Because as preposition
they currently produce one-fifth of the world's greenhouse gases.	Meat industry produces greenhouse gases and/or uses water - specific numbers
they produce 1/5 of the earth's greenhouse gases.	Meat industry produces greenhouse gases and/or uses water - specific numbers
they produce a large amount of  greenhouse gas.	Meat industry produces greenhouse gases and/or uses water - general
they produce almost one fifth of the earth's green house gases.	Meat industry produces greenhouse gases and/or uses water - specific numbers
they produce almost one-fifth of greenhouse gases, as well as consuming almost half of all water used in the US.	Meat industry produces greenhouse gases and/or uses water - specific numbers
they produce almost one-fifth of the planet's greenhouse gases.	Meat industry produces greenhouse gases and/or uses water - specific numbers
they produce far too many green house gases.	Meat industry produces greenhouse gases and/or uses water - general
they produce more greenhouse gases than all automobiles combined.	Meat industry produces greenhouse gases and/or uses water - specific numbers
they produce more greenhouse gases than cars, trucks, trains, and airplanes combined.	Meat industry produces greenhouse gases and/or uses water - specific numbers
produced more greenhouse gases.	Meat industry produces greenhouse gases and/or uses water - general
producing and shipping meat products create a huge amount of greenhouse gases.	Meat industry produces greenhouse gases and/or uses water - general
they take large amount of natural resources to take care of a raise, From the land they feed of of to the water that hydrate them	Meat industry produces greenhouse gases and/or uses water - general
animals and transporting meat creates almost one-fifth of the earth’s greenhouse gases.	Plagiarism
they use a lot of water and create a lot of greenhouse gases.	Meat industry produces greenhouse gases and/or uses water - general
they use a significant amount of finite resources such as cropland and water supplies.	Meat industry produces greenhouse gases and/or uses water - general
they use a tremendous amount of energy and resources.	Meat industry harms environment/uses resources w/o mentioning greenhouse gases or water
large farms creates the most greenhouse gases.	Meat industry produces greenhouse gases and/or uses water - incorrect numbers or comparison
livestock wastes water and contributes to greenhouse gases.	Meat industry produces greenhouse gases and/or uses water - general
livestock production uses a lot of water, and fuel to transport them.	Meat industry produces greenhouse gases and/or uses water - general
livestock production and transportation generates a significant amount of greenhouse gases.	Meat industry produces greenhouse gases and/or uses water - general
livestock raising creates nearly one fifth of the greenhouse gases.	Meat industry produces greenhouse gases and/or uses water - specific numbers
livestock use almost have the water in the USA.	Meat industry produces greenhouse gases and/or uses water - specific numbers
meat creates almost one-fifth of the earth's greenhouse gases.	Plagiarism
meat creates almost one-fifth of the earth’s greenhouse gases	Plagiarism
meat creates almost one-fifth of the earth’s greenhouse gases.	Plagiarism
meat producn produces large amounts of greenhouse gas.	Meat industry produces greenhouse gases and/or uses water - general
meat production causes lots of emissions.	Meat industry produces greenhouse gases and/or uses water - general
meat production creates 0ne-fifth of the earth's greenhouse gases.	Plagiarism
meat production creates 20% of the earth's greenhouse gases.	Meat industry produces greenhouse gases and/or uses water - specific numbers
meat production creates a ton of greenhouse gas emissions.	Meat industry produces greenhouse gases and/or uses water - general
meat production creates huge amounts of greenhouse gases.	Meat industry produces greenhouse gases and/or uses water - general
meat production creates more greenhouse gases than motor vehicles, trains  and aircraft combined.	Meat industry produces greenhouse gases and/or uses water - specific numbers
meat production creates nearly twenty-five percent of greenhouse gases in our planet's atmosphere.	Meat industry produces greenhouse gases and/or uses water - incorrect numbers or comparison
meat production produces greenhouse gases.	Meat industry produces greenhouse gases and/or uses water - general
meat production produces more green house gas than all types of vehicles combimed it	Meat industry produces greenhouse gases and/or uses water - specific numbers
meat production releases emissions into the atmosphere and uses precious water resources.	Meat industry produces greenhouse gases and/or uses water - general
meat production and transport cause a fifth of greenhouse gas emissions.	Meat industry produces greenhouse gases and/or uses water - specific numbers
people enjoy eating meat, they like the taste of it.	Meat industry is actually positive
production creates 1/5 of the greenhouse gases  and requires 1/2 of the water used in the U.S.	Meat industry produces greenhouse gases and/or uses water - specific numbers
production and transport require too much water and produce excessive greenhouse gases.	Meat industry produces greenhouse gases and/or uses water - general
production and transportation produces greenhouse gasses and uses tons of water.	Meat industry produces greenhouse gases and/or uses water - general
production and transportation of meat creates greenhouse gases in excess of nearly all other sources.	Meat industry produces greenhouse gases and/or uses water - general
production of meat create a lot of green houses gases	Meat industry produces greenhouse gases and/or uses water - general
production of meat produces huge amounts of greenhouse gasses	Meat industry produces greenhouse gases and/or uses water - general
production of meat and transportation of it produces one fifth of the earths greenhouse gases.	Meat industry produces greenhouse gases and/or uses water - specific numbers
that industry pollutes the environment.	Meat industry harms environment/uses resources w/o mentioning greenhouse gases or water
the animals produce a  large amount of greenhouse gases	Meat industry produces greenhouse gases and/or uses water - general
the animals and their means of transport create more greenhouse gases than all modes of transportation combined.	Meat industry produces greenhouse gases and/or uses water - specific numbers
of the greenhouse effect the animals cause.	Because as preposition
the emissions from animals and production/distribution create large amounts of greenhouse gases	Meat industry produces greenhouse gases and/or uses water - general
the entire industry creates almost one fifth of all of the earth's greenhouse gases.	Meat industry produces greenhouse gases and/or uses water - specific numbers
